"Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Tube_Number","Dilution","Abs","Org_Result_Value","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","LWID","Comments","Sampling_Agency_Name","Project_ID"
"10/31/2023","9:26:00 AM","EDT","10/31/2023","10:59:00 AM","EDT","Seminole","Mary","1","07/15/2023",,,,32,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/04/2024","10:18:00 AM","EDT","04/04/2024","12:42:00 PM","EDT","Alachua","Elizabeth","1","01/28/2024","EST",,,121,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/10/2024","10:33:00 AM","EDT","07/10/2024","12:46:00 PM","EDT","Bay","East Bay-4","1","04/25/2024","CST",,,50,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"07/10/2024","10:33:00 AM","EDT","07/10/2024","12:46:00 PM","EDT","Bay","East Bay-5","1","04/25/2024","CST",,,44,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"04/19/2024","9:46:00 AM","EDT","04/19/2024","11:46:00 AM","EDT","Charlotte","White Marsh Inflow","1","01/30/2024","EST",,,42,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/11/2024","9:46:00 AM","EDT","07/11/2024","11:39:00 AM","EDT","Citrus","Crystal River-1","1","04/30/2024","EST",,,14,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/11/2024","9:46:00 AM","EDT","07/11/2024","11:39:00 AM","EDT","Citrus","Crystal River-3","1","04/24/2024","EST",,,11,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/11/2024","9:46:00 AM","EDT","07/11/2024","11:39:00 AM","EDT","Citrus","Crystal River-6","1","04/23/2024","EST",,,10,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/11/2024","9:46:00 AM","EDT","07/11/2024","11:39:00 AM","EDT","Citrus","Crystal River-7","1","04/30/2024","EST",,,10,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/05/2024","12:30:00 AM","EDT","04/08/2024","11:50:00 AM","EDT","Clay","Johnson","1","01/19/2024","EST",,,12,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/19/2024","9:46:00 AM","EDT","04/19/2024","11:46:00 AM","EDT","Collier","Seacrest 1","1","01/15/2024","EST",,,8,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/19/2024","9:30:00 AM","EDT","03/19/2024","10:44:00 AM","EDT","Columbia","Jeffery","1","10/27/2023","EST",,,52,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Cattledip","1","07/07/2022","EST",,,169,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Cattledip","1","01/11/2023","EST",,,79,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Cattledip","1","04/12/2023","EST",,,205,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Cattledip","1","10/16/2023",,,,256,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Cattledip","1","01/15/2024",,,,285,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Depot Creek-1","1","07/07/2022","EST",,,264,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Depot Creek-1","1","10/11/2022","EST",,,195,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Depot Creek-1","1","01/11/2023","EST",,,171,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Depot Creek-1","1","04/12/2023","EST",,,223,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Depot Creek-1","1","10/16/2023",,,,286,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Depot Creek-1","1","01/15/2024",,,,214,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Dove Field-1","1","07/07/2022","EST",,,111,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Dove Field-1","1","10/11/2022","EST",,,128,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Dove Field-1","1","01/11/2023","EST",,,155,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Dove Field-1","1","04/12/2023","EST",,,73,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Dove Field-1","1","10/16/2023",,,,191,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Dove Field-1","1","01/15/2024",,,,250,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Money Bayou-1","1","07/07/2022","EST",,,384,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Money Bayou-1","1","10/11/2022","EST",,,112,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Money Bayou-1","1","01/11/2023","EST",,,200,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Money Bayou-1","1","04/12/2023","EST",,,206,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Money Bayou-1","1","10/16/2023",,,,292,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Money Bayou-1","1","01/15/2024",,,,246,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Pond Road","1","07/07/2022","EST",,,389,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Pond Road","1","10/11/2022","EST",,,336,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Pond Road","1","01/11/2023","EST",,,172,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Pond Road","1","04/12/2023","EST",,,206,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Pond Road","1","10/16/2023",,,,259,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Pond Road","1","01/15/2024",,,,207,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Simmons Bayou-1","1","07/07/2022","EST",,,69,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Simmons Bayou-1","1","10/11/2022","EST",,,31,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Simmons Bayou-1","1","01/11/2023","EST",,,24,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","Simmons Bayou-1","1","04/12/2023","EST",,,72,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Simmons Bayou-1","1","10/16/2023",,,,82,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","Simmons Bayou-1","1","01/15/2024",,,,45,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","South Gate","1","07/07/2022","EST",,,140,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","South Gate","1","01/11/2023","EST",,,181,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Gulf","South Gate","1","04/12/2023","EST",,,107,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","South Gate","1","10/16/2023",,,,169,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Gulf","South Gate","1","01/15/2024",,,,124,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Hernando","Hunter","1","10/20/2022","EST",,,32,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Hernando","Hunter","2","10/27/2023","EST",,,21,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/18/2024","10:17:00 AM","EDT","07/18/2024","12:34:00 PM","EDT","Highlands","Carrie","1","04/25/2024","EST",,,102,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Highlands","Istokpoga","1","01/30/2024","EST",,,106,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/05/2024","12:30:00 PM","EDT","04/05/2024","2:48:00 PM","EDT","Hillsborough","Breckenridge","1","01/11/2024","EST",,,16,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/04/2024","10:18:00 AM","EDT","04/04/2024","12:42:00 PM","EDT","Hillsborough","Cypress","1","01/27/2024","EST",,,27,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/04/2024","10:18:00 AM","EDT","04/04/2024","12:42:00 PM","EDT","Hillsborough","Cypress Creek-122-2","1","01/24/2024","EST",,,114,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/04/2024","10:18:00 AM","EDT","04/04/2024","12:42:00 PM","EDT","Hillsborough","Cypress Creek-122-1","1","01/24/2024","EST",,,116,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/12/2024","8:56:00 AM","EDT","07/12/2024","7:51:00 AM","EDT","Lake","Bugg Springs","1","04/28/2024","EST",,,6,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/12/2024","8:56:00 AM","EDT","07/12/2024","7:51:00 AM","EDT","Lake","Bugg Springs","2","04/28/2024","EST",,,4,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/05/2024","12:30:00 AM","EDT","04/08/2024","11:50:00 AM","EDT","Marion","Silver River-1","1","01/30/2024","EST",,,5,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/05/2024","12:30:00 AM","EDT","04/08/2024","11:50:00 AM","EDT","Marion","Silver River-2","1","01/30/2024","EST",,,2,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/05/2024","12:30:00 AM","EDT","04/08/2024","11:50:00 AM","EDT","Marion","Silver River-4","1","01/30/2024","EST",,,3,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/19/2024","9:46:00 AM","EDT","04/19/2024","11:46:00 AM","EDT","Monroe","Tarpon Basin-3","1","01/17/2024","EST",,,7,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/19/2024","9:30:00 AM","EDT","03/19/2024","10:44:00 AM","EDT","Osceola","Bellalago","1","01/16/2024","EST",,,41,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/19/2024","9:30:00 AM","EDT","03/19/2024","10:44:00 AM","EDT","Osceola","Tohopekaliga-Middle","1","01/16/2024","EST",,,49,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/04/2024","10:18:00 AM","EDT","04/04/2024","12:42:00 PM","EDT","Palm Beach","Green Cay","1","01/13/2024","EST",,,61,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/22/2024","9:06:00 AM","EDT","05/22/2024","10:53:00 AM","EDT","Pinellas","Autumn","1","01/21/2024","EST",,,39,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/19/2024","9:46:00 AM","EDT","04/19/2024","11:46:00 AM","EDT","Polk","Crooked","1","01/26/2024","EST",,,22,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/19/2024","9:46:00 AM","EDT","04/19/2024","11:46:00 AM","EDT","Polk","Crooked-Babson Park","1","01/26/2024","EST",,,21,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/19/2024","9:46:00 AM","EDT","04/19/2024","11:46:00 AM","EDT","Polk","Crooked-Seminole Rd. drain","1","01/26/2024","EST",,,22,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/05/2024","12:30:00 AM","EDT","04/08/2024","11:50:00 AM","EDT","Polk","Saddlebag","1","01/25/2024","EST",,,17,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/19/2024","9:46:00 AM","EDT","04/19/2024","11:46:00 AM","EDT","Sarasota","Awesome","1","01/22/2024","EST",,,15,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/11/2024","9:46:00 AM","EDT","07/11/2024","11:39:00 AM","EDT","Seminole","Crescent","1","04/20/2024","EST",,,29,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/11/2024","9:46:00 AM","EDT","07/11/2024","11:39:00 AM","EDT","Seminole","Miami Springs-1","1","01/27/2024","EST",,,5,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/11/2024","9:46:00 AM","EDT","07/11/2024","11:39:00 AM","EDT","Seminole","Miami Springs-2","1","01/27/2024","EST",,,4,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/11/2024","9:46:00 AM","EDT","07/11/2024","11:39:00 AM","EDT","Seminole","Miami Springs-3","1","01/27/2024","EST",,,4,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/12/2024","8:56:00 AM","EDT","07/12/2024","7:51:00 AM","EDT","St Lucie","Savanna-Indrio","2","04/08/2024","EST",,,20,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/12/2024","8:56:00 AM","EDT","07/12/2024","7:51:00 AM","EDT","Volusia","Winnemissett","1","04/18/2024","EST",,,18,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Destin-5","1","01/28/2024","CST",,,19,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Destin-6","1","01/28/2024","CST",,,22,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Destin-7","1","01/10/2024","CST",,,9,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Destin-8","1","01/10/2024","CST",,,12,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Freeport-1","1","01/26/2024","CST",,,23,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Freeport-10","1","01/26/2024","CST",,,18,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Freeport-2","1","01/26/2024","CST",,,18,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Freeport-3","1","01/26/2024","CST",,,19,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Freeport-4","1","01/26/2024","CST",,,15,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Freeport-5","1","01/26/2024","CST",,,16,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Freeport-6","1","01/10/2024","CST",,,12,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Freeport-7","1","01/26/2024","CST",,,23,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Freeport-8","1","01/10/2024","CST",,,19,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Freeport-9","1","01/26/2024","CST",,,19,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Santa Rosa Beach-10","1","01/22/2024","CST",,,20,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/03/2024","12:30:00 PM","EDT","04/03/2024","12:30:00 PM","EDT","Walton","CBA Santa Rosa Beach-9","1","01/22/2024","CST",,,24,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/05/2024","12:30:00 AM","EDT","04/08/2024","11:50:00 AM","EDT","Walton","Morris","1","01/29/2024","CST",,,52,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"04/05/2024","12:30:00 AM","EDT","04/08/2024","11:50:00 AM","EDT","Walton","Peach Creek-3","1","01/29/2024","CST",,,170,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/27/2024","12:30:00 PM","EDT","06/27/2024","2:15:00 PM","EDT","Washington","CBA Holmes Creek-1","1","04/11/2024",,,,15,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"03/05/2024","10:00:00 AM","EST","03/05/2024","12:08:00 PM","EST","Alachua","Kingswood","1","01/25/2024","EST",,,180,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/05/2024","9:38:00 AM","EST","02/05/2024","11:57:00 AM","EST","Charlotte","White Marsh Inflow","1","10/30/2023",,,,55,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/05/2024","10:00:00 AM","EST","03/05/2024","12:08:00 PM","EST","Citrus","Magnolia Creek-1","1","01/18/2024","EST",,,6,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/05/2024","10:00:00 AM","EST","03/05/2024","12:08:00 PM","EST","Clay","Asbury South","1","04/22/2023","EST",,,11,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/05/2024","10:00:00 AM","EST","03/05/2024","12:08:00 PM","EST","Collier","IFAS Collier Pond","1","10/13/2023","EST",,,13,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/06/2024","10:06:00 AM","EST","03/06/2024","11:46:00 AM","EST","Marion","Rainbow River-2","1","10/22/2023","EST",,,1,,,"QU",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/06/2024","10:06:00 AM","EST","03/06/2024","11:46:00 AM","EST","Marion","Silver River-1","1","10/17/2023","EST",,,1,,,"QU",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/06/2024","10:06:00 AM","EST","03/06/2024","11:46:00 AM","EST","Marion","Silver River-2","1","10/17/2023","EST",,,0,,,"QU",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/06/2024","10:06:00 AM","EST","03/06/2024","11:46:00 AM","EST","Marion","Silver River-3","1","10/17/2023","EST",,,0,,,"QU",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/06/2024","10:06:00 AM","EST","03/06/2024","11:46:00 AM","EST","Marion","Silver River-4","1","10/17/2023","EST",,,2,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/06/2024","9:53:00 AM","EST","02/06/2024","12:02:00 PM","EST","Palm Beach","Westwood","1","10/31/2023",,,,12,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/06/2024","9:53:00 AM","EST","02/06/2024","12:02:00 PM","EST","Pinellas","Chautauqua 2","1","10/22/2023",,,,33,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/06/2024","10:06:00 AM","EST","03/06/2024","11:46:00 AM","EST","Putnam","Blue","1","01/18/2024","EST",,,12,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/06/2024","10:06:00 AM","EST","03/06/2024","11:46:00 AM","EST","Putnam","Fanny","1","01/13/2024","EST",,,7,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
