Total_Depth,Total_Depth_Unit,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Org_Result_Value,Org_Result_Unit,Result_Comments,WIN_Value_Qualifier,Data_Category,Run_ID,Study,Comments
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI09152025,,
,ft,,,MLBK5,,,,,ft,,,QAQC,SECCHI09152025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI09152025,,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI09242025,,missing data sheets
,ft,Orange,Olivia,1,11/18/2024,,EST,,ft,,,Sample,SECCHI09242025,,
,ft,Orange,Olivia,2,11/18/2024,,EST,,ft,,,Sample,SECCHI09242025,,
,ft,Orange,Olivia,3,11/18/2024,,EST,,ft,,,Sample,SECCHI09242025,,
25,ft,Orange,Olivia,1,01/18/2025,02:25:00 PM,EST,11,ft,,,Sample,SECCHI09242025,,
21,ft,Orange,Olivia,2,01/18/2025,02:20:00 PM,EST,10,ft,,,Sample,SECCHI09242025,,
16.5,ft,Orange,Olivia,3,01/18/2025,02:13:00 PM,EST,10.5,ft,,,Sample,SECCHI09242025,,
25,ft,Orange,Olivia,1,03/24/2025,03:02:00 PM,EST,14,ft,,,Sample,SECCHI09242025,,
18,ft,Orange,Olivia,2,03/24/2025,02:59:00 PM,EST,12.5,ft,,,Sample,SECCHI09242025,,
17,ft,Orange,Olivia,3,03/24/2025,02:54:00 PM,EST,14,ft,,,Sample,SECCHI09242025,,
24.5,ft,Orange,Olivia,1,05/20/2025,09:39:59 AM,EST,18,ft,,,Sample,SECCHI09242025,,
15,ft,Orange,Olivia,2,05/20/2025,09:34:00 AM,EST,13.5,ft,,,Sample,SECCHI09242025,,
12,ft,Orange,Olivia,3,05/20/2025,09:24:00 AM,EST,10,ft,,,Sample,SECCHI09242025,,
4,ft,Osceola,Alligator Canal-1,1,06/08/2025,10:49:00 AM,EST,3.5,ft,,,Sample,SECCHI09242025,,
10,ft,Osceola,Alligator Canal-3,1,06/08/2025,10:10:00 AM,EST,,ft,,,Sample,SECCHI09242025,,
22.3,ft,Osceola,Alligator,3,06/08/2025,10:31:00 AM,EST,3.8,ft,,,Sample,SECCHI09242025,,
5.8,ft,Osceola,Alligator,4,06/08/2025,10:40:00 AM,EST,3.3,ft,,,Sample,SECCHI09242025,,
10.5,ft,Osceola,Alligator,5,06/08/2025,10:57:59 AM,EST,3.8,ft,,,Sample,SECCHI09242025,,
9.5,ft,Osceola,Bellalago,1,05/21/2025,09:01:00 AM,EST,2.5,ft,,,Sample,SECCHI09242025,,
9,ft,Osceola,Bellalago,2,05/21/2025,09:20:00 AM,EST,2.5,ft,,,Sample,SECCHI09242025,,
8.5,ft,Osceola,Bellalago,3,05/21/2025,09:29:59 AM,EST,3.5,ft,,,Sample,SECCHI09242025,,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI09242025,,
,ft,,,MLBK2,,,,,ft,,,QAQC,SECCHI09242025,,
10,ft,Osceola,Bellalago,1,06/24/2025,12:16:00 PM,EST,2,ft,,,Sample,SECCHI09242025,,
9,ft,Osceola,Bellalago,2,06/24/2025,12:29:00 PM,EST,2,ft,,,Sample,SECCHI09242025,,
8.5,ft,Osceola,Bellalago,3,06/24/2025,12:38:00 PM,EST,2.5,ft,,,Sample,SECCHI09242025,,
9,ft,Osceola,Bellalago,1,07/20/2025,01:25:00 PM,EST,2,ft,,,Sample,SECCHI09242025,,
9.5,ft,Osceola,Bellalago,2,07/20/2025,01:35:00 PM,EST,3,ft,,,Sample,SECCHI09242025,,
8.5,ft,Osceola,Bellalago,3,07/20/2025,01:49:59 PM,EST,2,ft,,,Sample,SECCHI09242025,,
7.8,ft,Osceola,Center,1,07/16/2025,11:05:00 AM,EST,1.3,ft,,,Sample,SECCHI09242025,,
10.3,ft,Osceola,Center,2,07/16/2025,10:57:00 AM,EST,1.3,ft,,,Sample,SECCHI09242025,,
7,ft,Osceola,Center,3,07/16/2025,10:50:00 AM,EST,1.3,ft,,,Sample,SECCHI09242025,,
6.5,ft,Osceola,Fish,1,06/15/2025,10:59:59 AM,EST,6,ft,,,Sample,SECCHI09242025,,
9.5,ft,Osceola,Fish,2,06/15/2025,11:05:00 AM,EST,6,ft,,,Sample,SECCHI09242025,,
8,ft,Osceola,Fish,3,06/15/2025,11:11:59 AM,EST,6,ft,,,Sample,SECCHI09242025,,
7,ft,Osceola,Lizzie,1,10/29/2024,11:33:00 AM,EST,2,ft,,,Sample,SECCHI09242025,,
19.5,ft,Osceola,Lizzie,2,10/29/2024,11:36:00 AM,EST,2.5,ft,,,Sample,SECCHI09242025,,
17.5,ft,Osceola,Lizzie,3,10/29/2024,11:38:00 AM,EST,2.5,ft,,,Sample,SECCHI09242025,,
10.5,ft,Osceola,Trout,1,10/29/2024,11:18:00 AM,EST,3,ft,,,Sample,SECCHI09242025,,
10,ft,Osceola,Trout,2,10/29/2024,11:16:00 AM,EST,3,ft,,,Sample,SECCHI09242025,,
8.5,ft,Osceola,Trout,3,10/29/2024,11:13:00 AM,EST,3,ft,,,Sample,SECCHI09242025,,
36.5,ft,Seminole,Bear,1,07/20/2025,01:54:00 PM,EST,12.5,ft,,,Sample,SECCHI09242025,,
23,ft,Seminole,Bear,2,07/20/2025,02:06:00 PM,EST,13,ft,,,Sample,SECCHI09242025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI09242025,,
,ft,,,MLBK3,,,,,ft,,,QAQC,SECCHI09242025,,
26,ft,Seminole,Bear,3,07/20/2025,02:16:00 PM,EST,12.8,ft,,,Sample,SECCHI09242025,,
22.8,ft,Seminole,Bear,4,07/20/2025,01:45:00 PM,EST,13,ft,,,Sample,SECCHI09242025,,
11,ft,Seminole,Crescent,1,07/20/2025,12:59:00 PM,EST,6,ft,,,Sample,SECCHI09242025,,
7,ft,Seminole,Crescent,2,07/20/2025,01:03:59 PM,EST,6,ft,,,Sample,SECCHI09242025,,
11.5,ft,Seminole,Crescent,3,07/20/2025,01:09:00 PM,EST,6.3,ft,,,Sample,SECCHI09242025,,
9.8000000000000007,ft,Seminole,Crescent,1,08/16/2025,11:54:59 AM,EST,9,ft,,,Sample,SECCHI09242025,,
7.3,ft,Seminole,Crescent,2,08/16/2025,12:01:00 PM,EST,7.3,ft,,S,Sample,SECCHI09242025,,
14.3,ft,Seminole,Crescent,3,08/16/2025,12:07:00 PM,EST,7.8,ft,,,Sample,SECCHI09242025,,
15.5,ft,Seminole,Cub,1,07/31/2025,11:40:00 AM,EST,9.5,ft,,,Sample,SECCHI09242025,,
13,ft,Seminole,Cub,2,07/31/2025,11:46:00 AM,EST,10,ft,,,Sample,SECCHI09242025,,
13.5,ft,Seminole,Cub,3,07/31/2025,11:52:00 AM,EST,10.5,ft,,,Sample,SECCHI09242025,,
,ft,Seminole,Miami Springs-1,1,06/25/2025,12:19:59 PM,EST,,ft,,,Sample,SECCHI09242025,,
,ft,Seminole,Miami Springs-2,1,06/25/2025,12:25:00 PM,EST,,ft,,,Sample,SECCHI09242025,,
,ft,Seminole,Miami Springs-3,1,06/25/2025,12:35:00 PM,EST,,ft,,,Sample,SECCHI09242025,,
,ft,Seminole,Miami Springs-1,1,08/12/2025,10:05:00 AM,EST,,ft,,,Sample,SECCHI09242025,,
,ft,Seminole,Miami Springs-2,1,08/12/2025,10:10:00 AM,EST,,ft,,,Sample,SECCHI09242025,,
,ft,Seminole,Miami Springs-3,1,08/12/2025,10:24:59 AM,EST,,ft,,,Sample,SECCHI09242025,,
4,ft,Seminole,Queens Mirror,1,07/27/2025,11:40:00 AM,EST,2.5,ft,,,Sample,SECCHI09242025,,
4,ft,Seminole,Queens Mirror,2,07/27/2025,11:50:00 AM,EST,2.5,ft,,,Sample,SECCHI09242025,,
3.8,ft,Seminole,Queens Mirror,3,07/27/2025,12:00:00 PM,EST,2.5,ft,,,Sample,SECCHI09242025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI09242025,,
,ft,,,MLBK4,,,,,ft,,,QAQC,SECCHI09242025,,
3.5,ft,Seminole,Wekiva,1,07/21/2025,09:50:00 AM,EST,3.5,ft,,S,Sample,SECCHI09242025,,
9.5,ft,Seminole,Wekiva,2,07/21/2025,09:45:00 AM,EST,8,ft,Weeds,,Sample,SECCHI09242025,,
13.5,ft,Seminole,Wekiva,3,07/21/2025,09:39:59 AM,EST,9.5,ft,,,Sample,SECCHI09242025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI09242025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI09242025,,
,ft,,,MLBK5,,,,,ft,,,QAQC,SECCHI09242025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI09242025,,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI11052025,,
18,ft,Alachua,Little Santa Fe,1,10/22/2025,01:09:00 PM,EST,8,ft,,,Sample,SECCHI11052025,,
18.5,ft,Alachua,Little Santa Fe,2,10/22/2025,01:14:00 PM,EST,8,ft,,,Sample,SECCHI11052025,,
15.3,ft,Alachua,Little Santa Fe,3,10/22/2025,01:20:00 PM,EST,8,ft,,,Sample,SECCHI11052025,,
7,ft,Alachua,Melrose Bay,1,10/22/2025,12:04:00 PM,EST,7,ft,,S,Sample,SECCHI11052025,,
17.5,ft,Alachua,Melrose Bay,2,10/22/2025,11:48:00 AM,EST,9,ft,,,Sample,SECCHI11052025,,
20.3,ft,Alachua,Melrose Bay,3,10/22/2025,11:54:59 AM,EST,9,ft,,,Sample,SECCHI11052025,,
22,ft,Alachua,Santa Fe,1,10/22/2025,01:01:00 PM,EST,10.5,ft,,,Sample,SECCHI11052025,,
24.5,ft,Alachua,Santa Fe,2,10/22/2025,12:54:00 PM,EST,10.5,ft,,,Sample,SECCHI11052025,,
18.8,ft,Alachua,Santa Fe,3,10/22/2025,12:47:00 PM,EST,10.5,ft,,,Sample,SECCHI11052025,,
6,ft,Alachua,Santa Fe-canal mouth,1,10/22/2025,12:12:00 PM,EST,6,ft,,S,Sample,SECCHI11052025,,
4.5,ft,Alachua,Santa Fe-barricade,1,10/22/2025,12:18:59 PM,EST,4.5,ft,,S,Sample,SECCHI11052025,,
8,ft,Alachua,Santa Fe-Painter Canal,1,10/22/2025,12:23:00 PM,EST,6.5,ft,Weeds,,Sample,SECCHI11052025,,
6,ft,Alachua,Santa Fe-Blue Bayou,1,10/22/2025,12:39:00 PM,EST,6,ft,,S,Sample,SECCHI11052025,,
9,ft,Pinellas,Autumn,1,08/21/2025,10:40:00 AM,EST,3.5,ft,,,Sample,SECCHI11052025,,
11,ft,Pinellas,Autumn,2,08/21/2025,10:59:59 AM,EST,3.5,ft,,,Sample,SECCHI11052025,,
8.5,ft,Pinellas,Autumn,1,09/26/2025,09:45:00 AM,EST,3.5,ft,,,Sample,SECCHI11052025,,
10,ft,Pinellas,Autumn,2,09/26/2025,10:14:59 AM,EST,3.5,ft,,,Sample,SECCHI11052025,,
6,ft,Pinellas,Bellevue,1,08/20/2025,01:29:00 PM,EST,5.5,ft,,,Sample,SECCHI11052025,,
7.5,ft,Pinellas,Bellevue,2,08/20/2025,01:37:00 PM,EST,6.5,ft,,,Sample,SECCHI11052025,,
6.5,ft,Pinellas,Bellevue,3,08/20/2025,01:53:00 PM,EST,5,ft,,,Sample,SECCHI11052025,,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI11052025,,
,ft,,,MBLK2,,,,,ft,,,QAQC,SECCHI11052025,,
7,ft,Pinellas,Bellevue,1,09/18/2025,11:33:00 AM,EST,7,ft,,S,Sample,SECCHI11052025,,
7.3,ft,Pinellas,Bellevue,2,09/18/2025,11:40:00 AM,EST,5.5,ft,,,Sample,SECCHI11052025,,
7,ft,Pinellas,Bellevue,3,09/18/2025,11:46:00 AM,EST,5.5,ft,,,Sample,SECCHI11052025,,
5,ft,Pinellas,Bellevue,1,10/16/2025,01:22:00 PM,EST,3,ft,,,Sample,SECCHI11052025,,
6.5,ft,Pinellas,Bellevue,2,10/16/2025,01:30:00 PM,EST,3,ft,,,Sample,SECCHI11052025,,
5.5,ft,Pinellas,Bellevue,3,10/16/2025,01:36:00 PM,EST,5.5,ft,,S,Sample,SECCHI11052025,,
16,ft,Pinellas,Crescent,1,08/30/2025,11:49:00 AM,EST,3,ft,,,Sample,SECCHI11052025,,
27.8,ft,Pinellas,Crescent,2,08/30/2025,11:54:00 AM,EST,3.5,ft,,,Sample,SECCHI11052025,,
7,ft,Pinellas,Crescent,3,08/30/2025,12:03:00 PM,EST,3.5,ft,,,Sample,SECCHI11052025,,
19.5,ft,Pinellas,Crescent,1,09/28/2025,10:48:00 AM,EST,3,ft,,,Sample,SECCHI11052025,,
23.5,ft,Pinellas,Crescent,2,09/28/2025,10:54:00 AM,EST,3.8,ft,,,Sample,SECCHI11052025,,
4.5,ft,Pinellas,Jungle,5,09/20/2025,12:43:00 PM,EST,1.8,ft,,,Sample,SECCHI11052025,,
6.3,ft,Pinellas,Jungle,6,09/20/2025,12:47:00 PM,EST,2.3,ft,,,Sample,SECCHI11052025,,
4.5,ft,Pinellas,Jungle,7,09/20/2025,01:04:59 PM,EST,2,ft,,,Sample,SECCHI11052025,,
1.8,ft,Pinellas,Jungle South Inlet,1,09/20/2025,01:11:00 PM,EST,1.8,ft,,S,Sample,SECCHI11052025,,
2.8,ft,Pinellas,Jungle North Inlet,1,09/20/2025,12:34:00 PM,EST,2,ft,,,Sample,SECCHI11052025,,
1.5,ft,Pinellas,Jungle Outlet,1,09/20/2025,12:54:00 PM,EST,1.5,ft,,S,Sample,SECCHI11052025,,
18.5,ft,Pinellas,Meadow West,1,07/24/2025,12:24:00 PM,EST,5,ft,,,Sample,SECCHI11052025,,
17.3,ft,Pinellas,Meadow West,2,07/24/2025,12:30:00 PM,EST,6,ft,,,Sample,SECCHI11052025,,
18.8,ft,Pinellas,Meadow West,1,08/17/2025,11:54:00 AM,EST,5,ft,,,Sample,SECCHI11052025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI11052025,,
,ft,,,MBLK3,,,,,ft,,,QAQC,SECCHI11052025,,
17.5,ft,Pinellas,Meadow West,2,08/17/2025,11:58:59 AM,EST,5,ft,,,Sample,SECCHI11052025,,
4,ft,Pinellas,Saundra,1,09/09/2025,08:01:59 AM,EST,1.5,ft,,,Sample,SECCHI11052025,,
5,ft,Pinellas,Saundra,2,09/09/2025,08:07:00 AM,EST,1.5,ft,,,Sample,SECCHI11052025,,
3.5,ft,Pinellas,Saundra,3,09/09/2025,08:12:00 AM,EST,1.5,ft,,,Sample,SECCHI11052025,,
3.8,ft,Pinellas,Saundra,1,10/08/2025,09:00:00 AM,EST,1.5,ft,,,Sample,SECCHI11052025,,
4.8,ft,Pinellas,Saundra,2,10/08/2025,09:10:00 AM,EST,1.5,ft,,,Sample,SECCHI11052025,,
3.3,ft,Pinellas,Saundra,3,10/08/2025,09:15:00 AM,EST,1.5,ft,,,Sample,SECCHI11052025,,
5.8,ft,Pinellas,Seminole,1,09/12/2025,11:25:00 AM,EST,1.5,ft,,,Sample,SECCHI11052025,,
6.3,ft,Pinellas,Seminole,2,09/12/2025,11:50:00 AM,EST,1.5,ft,,,Sample,SECCHI11052025,,
6.8,ft,Pinellas,Seminole,3,09/12/2025,12:15:00 PM,EST,1.5,ft,,,Sample,SECCHI11052025,,
5.8,ft,Pinellas,Seminole,1,10/06/2025,09:29:59 AM,EST,1.5,ft,,,Sample,SECCHI11052025,,
6.3,ft,Pinellas,Seminole,2,10/06/2025,09:55:00 AM,EST,1.5,ft,,,Sample,SECCHI11052025,,
6.8,ft,Pinellas,Seminole,3,10/06/2025,10:20:00 AM,EST,1.5,ft,,,Sample,SECCHI11052025,,
25.5,ft,Pinellas,Winston,1,07/20/2025,04:45:00 PM,EST,4.5,ft,,,Sample,SECCHI11052025,,
24.5,ft,Pinellas,Winston,2,07/20/2025,04:49:59 PM,EST,4,ft,,,Sample,SECCHI11052025,,
21,ft,Pinellas,Winston,3,07/20/2025,04:55:00 PM,EST,3.5,ft,,,Sample,SECCHI11052025,,
25,ft,Pinellas,Winston,1,08/17/2025,03:16:00 PM,EST,5,ft,,,Sample,SECCHI11052025,,
25,ft,Pinellas,Winston,2,08/17/2025,03:29:00 PM,EST,4.5,ft,,,Sample,SECCHI11052025,,
22,ft,Pinellas,Winston,3,08/17/2025,03:42:00 PM,EST,4.5,ft,,,Sample,SECCHI11052025,,
,ft,Seminole,Miami Springs-1,1,09/24/2025,12:30:00 PM,EST,,ft,,,Sample,SECCHI11052025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI11052025,,
,ft,,,MBLK4,,,,,ft,,,QAQC,SECCHI11052025,,
,ft,Seminole,Miami Springs-2,1,09/24/2025,12:35:00 PM,EST,,ft,,,Sample,SECCHI11052025,,
,ft,Seminole,Miami Springs-3,1,09/24/2025,12:45:00 PM,EST,,ft,,,Sample,SECCHI11052025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI11052025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI11052025,,
,ft,,,MBLK5,,,,,ft,,,QAQC,SECCHI11052025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI11052025,,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI11182025,,
3,ft,Marion,Rainbow River-2,1,06/12/2025,07:45:00 AM,EST,3,ft,,S,Sample,SECCHI11182025,,
3.8,ft,Marion,Rainbow River-3,1,06/12/2025,08:44:59 AM,EST,3.8,ft,,S,Sample,SECCHI11182025,,
5.8,ft,Marion,Withlacoochee River-Dunnellon,1,06/12/2025,09:10:00 AM,EST,5,ft,,,Sample,SECCHI11182025,,
12.5,ft,Marion,Lou,1,06/26/2025,09:05:00 AM,EST,4.5,ft,,,Sample,SECCHI11182025,,
15.5,ft,Marion,Lou,2,06/26/2025,09:09:00 AM,EST,4.5,ft,,,Sample,SECCHI11182025,,
15,ft,Marion,Lou,3,06/26/2025,09:13:00 AM,EST,4.5,ft,,,Sample,SECCHI11182025,,
16.5,ft,Polk,Clinch,1,10/15/2025,10:05:00 AM,EST,6.5,ft,,,Sample,SECCHI11182025,,
25,ft,Polk,Clinch,2,10/15/2025,10:21:00 AM,EST,6.5,ft,,,Sample,SECCHI11182025,,
9.5,ft,Polk,Clinch,3,10/15/2025,10:26:59 AM,EST,6.5,ft,,,Sample,SECCHI11182025,,
7,ft,Polk,Daisy,1,08/27/2025,12:07:00 PM,EST,7,ft,,S,Sample,SECCHI11182025,,
12.5,ft,Polk,Daisy,2,08/27/2025,12:13:00 PM,EST,9,ft,,,Sample,SECCHI11182025,,
12.5,ft,Polk,Daisy,3,08/27/2025,12:18:59 PM,EST,9,ft,,,Sample,SECCHI11182025,,
6.5,ft,Polk,Daisy,1,10/13/2025,12:24:00 PM,EST,6.5,ft,,S,Sample,SECCHI11182025,,
12.5,ft,Polk,Daisy,2,10/13/2025,12:31:00 PM,EST,11.5,ft,,,Sample,SECCHI11182025,,
12.5,ft,Polk,Daisy,3,10/13/2025,12:35:00 PM,EST,11.5,ft,,,Sample,SECCHI11182025,,
16.5,ft,Polk,Eloise,1,09/21/2025,03:10:00 PM,EST,2,ft,,,Sample,SECCHI11182025,,
21.5,ft,Polk,Eloise,2,09/21/2025,03:18:59 PM,EST,2,ft,,,Sample,SECCHI11182025,,
19,ft,Polk,Eloise,3,09/21/2025,03:24:00 PM,EST,2,ft,,,Sample,SECCHI11182025,,
20,ft,Polk,Eloise,1,10/31/2025,11:52:00 AM,EST,1.8,ft,,,Sample,SECCHI11182025,,
21,ft,Polk,Eloise,2,10/31/2025,11:56:59 AM,EST,1.8,ft,,,Sample,SECCHI11182025,,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI11182025,,
,ft,,,MBLK2,,,,,ft,,,QAQC,SECCHI11182025,,
15.5,ft,Polk,Eloise,3,10/31/2025,12:08:00 PM,EST,1.8,ft,,,Sample,SECCHI11182025,,
9.5,ft,Polk,Fannie,1,09/09/2025,10:14:59 AM,EST,2.8,ft,,,Sample,SECCHI11182025,,
10.5,ft,Polk,Fannie,2,09/09/2025,10:30:00 AM,EST,2.8,ft,,,Sample,SECCHI11182025,,
10,ft,Polk,Fannie,3,09/09/2025,10:45:00 AM,EST,2.8,ft,,,Sample,SECCHI11182025,,
5,ft,Polk,Garfield,1,09/02/2025,09:50:00 AM,EST,1.8,ft,,,Sample,SECCHI11182025,,
4.3,ft,Polk,Garfield,2,09/02/2025,10:17:00 AM,EST,1.3,ft,,,Sample,SECCHI11182025,,
4.5,ft,Polk,Garfield,3,09/02/2025,09:29:59 AM,EST,1.5,ft,,,Sample,SECCHI11182025,,
6,ft,Polk,Garfield,1,10/14/2025,10:04:00 AM,EST,1.5,ft,,,Sample,SECCHI11182025,,
5,ft,Polk,Garfield,2,10/14/2025,10:22:00 AM,EST,1.8,ft,,,Sample,SECCHI11182025,,
5,ft,Polk,Garfield,3,10/14/2025,09:46:00 AM,EST,1.5,ft,,,Sample,SECCHI11182025,,
9,ft,Polk,Lulu,1,09/21/2025,03:00:00 PM,EST,2,ft,,,Sample,SECCHI11182025,,
11,ft,Polk,Lulu,2,09/21/2025,03:03:00 PM,EST,2,ft,,,Sample,SECCHI11182025,,
10.8,ft,Polk,Lulu,3,09/21/2025,03:08:00 PM,EST,2,ft,,,Sample,SECCHI11182025,,
9,ft,Polk,Lulu,1,10/31/2025,11:33:00 AM,EST,2,ft,,,Sample,SECCHI11182025,,
11,ft,Polk,Lulu,2,10/31/2025,11:37:00 AM,EST,2.3,ft,,,Sample,SECCHI11182025,,
11,ft,Polk,Lulu,3,10/31/2025,11:42:00 AM,EST,2,ft,,,Sample,SECCHI11182025,,
22.3,ft,Polk,Parks,1,07/03/2025,09:27:59 AM,EST,10.3,ft,,,Sample,SECCHI11182025,,
42.3,ft,Polk,Parks,2,07/03/2025,09:32:59 AM,EST,9.8,ft,,,Sample,SECCHI11182025,,
41.8,ft,Polk,Parks,3,07/03/2025,09:41:00 AM,EST,9.8,ft,,,Sample,SECCHI11182025,,
23.5,ft,Polk,Parks,1,08/05/2025,09:25:00 AM,EST,7.5,ft,,,Sample,SECCHI11182025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI11182025,,
,ft,,,MBLK3,,,,,ft,,,QAQC,SECCHI11182025,,
42.5,ft,Polk,Parks,2,08/05/2025,09:35:00 AM,EST,7.8,ft,,,Sample,SECCHI11182025,,
42.3,ft,Polk,Parks,3,08/05/2025,09:41:00 AM,EST,8,ft,,,Sample,SECCHI11182025,,
22.5,ft,Polk,Parks,1,09/09/2025,09:55:00 AM,EST,7.5,ft,,,Sample,SECCHI11182025,,
42.3,ft,Polk,Parks,2,09/09/2025,10:08:00 AM,EST,8,ft,,,Sample,SECCHI11182025,,
41.5,ft,Polk,Parks,3,09/09/2025,10:17:59 AM,EST,8.3,ft,,,Sample,SECCHI11182025,,
21.3,ft,Polk,Parks,1,10/14/2025,09:02:00 AM,EST,9.5,ft,,,Sample,SECCHI11182025,,
41.8,ft,Polk,Parks,2,10/14/2025,09:11:00 AM,EST,9.3,ft,,,Sample,SECCHI11182025,,
41.5,ft,Polk,Parks,3,10/14/2025,09:17:00 AM,EST,10.5,ft,,,Sample,SECCHI11182025,,
29,ft,Polk,Saddlebag,1,08/29/2025,10:08:00 AM,EST,15,ft,,,Sample,SECCHI11182025,,
12,ft,Polk,Saddlebag,2,08/29/2025,10:17:59 AM,EST,8,ft,,,Sample,SECCHI11182025,,
30,ft,Polk,Saddlebag,3,08/29/2025,10:24:59 AM,EST,13.5,ft,,,Sample,SECCHI11182025,,
30,ft,Polk,Saddlebag,1,09/24/2025,10:07:00 AM,EST,10,ft,,,Sample,SECCHI11182025,,
12,ft,Polk,Saddlebag,2,09/24/2025,10:14:59 AM,EST,9,ft,,,Sample,SECCHI11182025,,
33,ft,Polk,Saddlebag,3,09/24/2025,10:22:00 AM,EST,11,ft,,,Sample,SECCHI11182025,,
23,ft,Polk,Saddlebag,1,11/02/2025,10:26:00 AM,EST,11,ft,,,Sample,SECCHI11182025,,
12,ft,Polk,Saddlebag,2,11/02/2025,10:32:00 AM,EST,9,ft,,,Sample,SECCHI11182025,,
30,ft,Polk,Saddlebag,3,11/02/2025,10:39:00 AM,EST,2,ft,,,Sample,SECCHI11182025,,
9,ft,Polk,Whistler,1,09/10/2025,10:24:00 AM,EST,5.5,ft,,,Sample,SECCHI11182025,,
14,ft,Polk,Whistler,2,09/10/2025,10:16:00 AM,EST,5.5,ft,,,Sample,SECCHI11182025,,
10,ft,Polk,Whistler,3,09/10/2025,10:10:00 AM,EST,5.5,ft,,,Sample,SECCHI11182025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI11182025,,
,ft,,,MBLK4,,,,,ft,,,QAQC,SECCHI11182025,,
9,ft,Polk,Whistler,1,10/12/2025,11:53:00 AM,EST,5.5,ft,Weeds,,Sample,SECCHI11182025,,
14,ft,Polk,Whistler,2,10/12/2025,12:00:00 PM,EST,6,ft,,,Sample,SECCHI11182025,,
9.5,ft,Polk,Whistler,3,10/12/2025,12:12:00 PM,EST,6,ft,,,Sample,SECCHI11182025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI11182025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI11182025,,
,ft,,,MBLK5,,,,,ft,,,QAQC,SECCHI11182025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI11182025,,
6.5,ft,Hernando,Mountain,1,05/21/2025,08:30:00 AM,EST,3,ft,,,Sample,SECCHI11182025,,
7,ft,Hernando,Mountain,2,05/21/2025,08:40:00 AM,EST,4,ft,,,Sample,SECCHI11182025,,
11,ft,Hernando,Mountain,3,05/21/2025,08:44:59 AM,EST,,ft,,,Sample,SECCHI11182025,,
8,ft,Hernando,Mountain,1,07/27/2025,08:54:59 AM,EST,4,ft,,,Sample,SECCHI11182025,,
8,ft,Hernando,Mountain,2,07/27/2025,09:02:59 AM,EST,4,ft,,,Sample,SECCHI11182025,,
9.5,ft,Hernando,Mountain,3,07/27/2025,09:13:00 AM,EST,2,ft,,,Sample,SECCHI11182025,,
6,ft,Hernando,Mountain,1,08/29/2025,09:05:00 AM,EST,4.5,ft,,,Sample,SECCHI11182025,,
8.5,ft,Hernando,Mountain,2,08/29/2025,09:11:00 AM,EST,4.5,ft,,,Sample,SECCHI11182025,,
11,ft,Hernando,Mountain,3,08/29/2025,09:18:00 AM,EST,4.5,ft,,,Sample,SECCHI11182025,,
5.8,ft,Hernando,Mountain,1,09/29/2025,09:00:00 AM,EST,4,ft,,,Sample,SECCHI11182025,,
7,ft,Hernando,Mountain,2,09/29/2025,09:05:00 AM,EST,4,ft,,,Sample,SECCHI11182025,,
10,ft,Hernando,Mountain,3,09/29/2025,09:12:00 AM,EST,4.3,ft,,,Sample,SECCHI11182025,,
23,ft,Polk,Crooked,1,08/25/2025,09:54:00 AM,EST,8,ft,,,Sample,SECCHI11182025,,
10,ft,Polk,Crooked,2,08/25/2025,08:56:59 AM,EST,8.5,ft,,,Sample,SECCHI11182025,,
22,ft,Polk,Crooked,3,08/25/2025,09:05:00 AM,EST,9,ft,,,Sample,SECCHI11182025,,
10,ft,Polk,Crooked,4,08/25/2025,09:23:00 AM,EST,7,ft,,,Sample,SECCHI11182025,,
14,ft,Polk,Crooked,5,08/25/2025,09:36:00 AM,EST,6.5,ft,,,Sample,SECCHI11182025,,
20,ft,Polk,Crooked-Seminole Rd. drain,1,08/25/2025,08:38:00 AM,EST,8,ft,,,Sample,SECCHI11182025,,
18,ft,Polk,Crooked-Babson Park,1,08/25/2025,08:46:59 AM,EST,8,ft,,,Sample,SECCHI11182025,,
