Study,County,Lake,Station,Monitoring_Location_ID
LW,Polk,Saddle Creek-3,1,Pol-SaddleCK3-1
LW,Polk,Saddlebag,1,Pol-Saddlebag-1
LW,Polk,Saddlebag,2,Pol-Saddlebag-2
LW,Polk,Saddlebag,3,Pol-Saddlebag-3
LW,Polk,Sara,1,Pol-Sara-1
LW,Polk,Sara,2,Pol-Sara-2
LW,Polk,Sara,3,Pol-Sara-3
LW,Polk,Scott,1,Pol-Scott-1
LW,Polk,Scott,2,Pol-Scott-2
LW,Polk,Scott,3,Pol-Scott-3
LW,Polk,Shipp,1,Pol-Shipp-1
LW,Polk,Shipp,2,Pol-Shipp-2
LW,Polk,Shipp,3,Pol-Shipp-3
LW,Polk,Silver,1,Pol-Silver-1
LW,Polk,Silver,2,Pol-Silver-2
LW,Polk,Silver,3,Pol-Silver-3
LW,Polk,Smart,1,Pol-Smart-1
LW,Polk,Smart,2,Pol-Smart-2
LW,Polk,Smart,3,Pol-Smart-3
LW,Polk,Spirit,1,Pol-Spirit-1
LW,Polk,Spirit,2,Pol-Spirit-2
LW,Polk,Spirit,3,Pol-Spirit-3
LW,Polk,Spring,1,Pol-Spring-1
LW,Polk,Spring,2,Pol-Spring-2
LW,Polk,Spring,3,Pol-Spring-3
LW,Polk,St. Anne,1,Pol-StAnne-1
LW,Polk,St. Anne,2,Pol-StAnne-2
LW,Polk,St. Anne,3,Pol-StAnne-3
LW,Polk,Starr,1,Pol-Starr-1
LW,Polk,Starr,2,Pol-Starr-2
LW,Polk,Starr,3,Pol-Starr-3
LW,Polk,Summit,1,Pol-Summit-1
LW,Polk,Summit,2,Pol-Summit-2
LW,Polk,Summit,3,Pol-Summit-3
LW,Polk,Symphony,1,Pol-Symphony-1
LW,Polk,Symphony,2,Pol-Symphony-2
LW,Polk,Symphony,3,Pol-Symphony-3
LW,Polk,Tiger,1,Pol-Tiger-1
LW,Polk,Tiger,2,Pol-Tiger-2
LW,Polk,Tiger,3,Pol-Tiger-3
LW,Polk,Tracy,1,Pol-Tracy-1
LW,Polk,Tracy,2,Pol-Tracy-2
LW,Polk,Tracy,3,Pol-Tracy-3
LW,Polk,Wales,1,Pol-Wales-1
LW,Polk,Wales,2,Pol-Wales-2
LW,Polk,Wales,3,Pol-Wales-3
LW,Polk,Weohyakapka,1,Pol-Weohyakap-1
LW,Polk,Weohyakapka,2,Pol-Weohyakap-2
LW,Polk,Weohyakapka,3,Pol-Weohyakap-3
LW,Polk,Weohyakapka,4,Pol-Weohyakap-4
LW,Polk,Whistler,1,Pol-Whistler-1
LW,Polk,Whistler,2,Pol-Whistler-2
LW,Polk,Whistler,3,Pol-Whistler-3
LW,Polk,Winterset,1,Pol-Winterset-1
LW,Polk,Winterset,2,Pol-Winterset-2
LW,Polk,Winterset,3,Pol-Winterset-3
LW,Putnam,Anderson Cue,1,Put-Anderson-1
LW,Putnam,Anderson Cue,2,Put-Anderson-2
LW,Putnam,Anderson Cue,3,Put-Anderson-3
LW,Putnam,Annie,1,Put-Annie-1
LW,Putnam,Annie,2,Put-Annie-2
LW,Putnam,Annie,3,Put-Annie-3
LW,Putnam,Ashley,1,Put-Ashley-1
LW,Putnam,Ashley,2,Put-Ashley-2
LW,Putnam,Ashley,3,Put-Ashley-3
LW,Putnam,Ashley,4,Put-Ashley-4
LW,Putnam,Ashley,5,Put-Ashley-5
LW,Putnam,Banana,1,Put-Banana-1
LW,Putnam,Banana,2,Put-Banana-2
LW,Putnam,Banana,3,Put-Banana-3
LW,Putnam,Barco,1,Put-Barco-1
LW,Putnam,Barco,2,Put-Barco-2
LW,Putnam,Barco,3,Put-Barco-3
LW,Putnam,Bell,1,Put-Bell-1
LW,Putnam,Bell,2,Put-Bell-2
LW,Putnam,Bell,3,Put-Bell-3
LW,Putnam,Blue,1,Put-Blue-1
LW,Putnam,Blue,2,Put-Blue-2
LW,Putnam,Blue,3,Put-Blue-3
LW,Putnam,Boll Green,1,Put-BollGree-1
LW,Putnam,Boll Green,2,Put-BollGree-2
LW,Putnam,Boll Green,3,Put-BollGree-3
LW,Putnam,Brantley,1,Put-Brantle1-1
LW,Putnam,Brantley,2,Put-Brantle1-2
LW,Putnam,Brantley,3,Put-Brantle1-3
LW,Putnam,Brantley 2,1,Put-Brantle2-1
LW,Putnam,Brantley 2,2,Put-Brantle2-2
LW,Putnam,Brantley 2,3,Put-Brantle2-3
LW,Putnam,Broward,1,Put-Broward-1
LW,Putnam,Broward,2,Put-Broward-2
LW,Putnam,Broward,3,Put-Broward-3
LW,Putnam,Broward,4,Put-Broward-4
LW,Putnam,Broward,5,Put-Broward-5
LW,Putnam,Broward-east side,1,
LW,Putnam,Broward-Middleton Ave.,1,
LW,Putnam,Camp Branch-1,1,Put-CampBR-1
LW,Putnam,Camp Branch-2,1,Put-CampBR-2
LW,Putnam,Camp Branch-3,1,Put-CampBR-3
LW,Putnam,Camp Branch-4,1,Put-CampBR-4
LW,Putnam,Chipco,1,Put-Chipco-1
LW,Putnam,Chipco,2,Put-Chipco-2
LW,Putnam,Chipco,3,Put-Chipco-3
LW,Putnam,Church,1,Put-Church-1
LW,Putnam,Church,2,Put-Church-2
LW,Putnam,Church,3,Put-Church-3
LW,Putnam,Clear,1,Put-Clear-1
LW,Putnam,Clear,2,Put-Clear-2
LW,Putnam,Clear,3,Put-Clear-3
LW,Putnam,Clearwater,1,Put-Clearwate-1
LW,Putnam,Clearwater,2,Put-Clearwate-2
LW,Putnam,Clearwater 2,1,Put-Clearwat2-1
LW,Putnam,Clearwater 2,2,Put-Clearwat2-2
LW,Putnam,Clearwater 2,3,Put-Clearwat2-3
LW,Putnam,Como,1,Put-Como-1
LW,Putnam,Como,2,Put-Como-2
LW,Putnam,Como,3,Put-Como-3
LW,Putnam,Cowpen,1,Put-Cowpen-1
LW,Putnam,Cowpen,2,Put-Cowpen-2
LW,Putnam,Cowpen,3,Put-Cowpen-3
LW,Putnam,Crescent,1,Put-Crescent-1
LW,Putnam,Crescent,2,Put-Crescent-2
LW,Putnam,Crescent,3,Put-Crescent-3
LW,Putnam,Crescent North,1,Put-CrescentN-1
LW,Putnam,Crescent North,2,Put-CrescentN-2
LW,Putnam,Crescent North,3,Put-CrescentN-3
LW,Putnam,Crescent North,4,Put-CrescentN-4
LW,Putnam,Crescent South,1,Put-CrescentS-1
LW,Putnam,Crescent South,2,Put-CrescentS-2
LW,Putnam,Crescent South,3,Put-CrescentS-3
LW,Putnam,East,1,Put-East-1
LW,Putnam,East,2,Put-East-2
LW,Putnam,East,3,Put-East-3
LW,Putnam,East Twin,1,Put-EastTwin-1
LW,Putnam,East Twin,2,Put-EastTwin-2
LW,Putnam,East Twin,3,Put-EastTwin-3
LW,Putnam,English,1,Put-English-1
LW,Putnam,English,2,Put-English-2
LW,Putnam,English,3,Put-English-3
LW,Putnam,Enslow,1,Put-Enslow-1
LW,Putnam,Enslow,2,Put-Enslow-2
LW,Putnam,Enslow,3,Put-Enslow-3
LW,Putnam,Fanny,1,Put-Fanny-1
LW,Putnam,Fanny,2,Put-Fanny-2
LW,Putnam,Fanny,3,Put-Fanny-3
LW,Putnam,Faye,1,Put-Faye-1
LW,Putnam,Faye,2,Put-Faye-2
LW,Putnam,Faye,3,Put-Faye-3
LW,Putnam,Galilee,1,Put-Galilee-1
LW,Putnam,Galilee,2,Put-Galilee-2
LW,Putnam,Galilee,3,Put-Galilee-3
LW,Putnam,George,1,Put-George-1
LW,Putnam,George,2,Put-George-2
LW,Putnam,George,3,Put-George-3
LW,Putnam,George,4,Put-George-4
LW,Putnam,George,5,Put-George-5
LW,Putnam,George East,1,Put-GeorgeEa-1
LW,Putnam,George East,2,Put-GeorgeEa-2
LW,Putnam,George East,3,Put-GeorgeEa-3
LW,Putnam,George South,1,Put-GeorgeSo-1
LW,Putnam,George South,2,Put-GeorgeSo-2
LW,Putnam,George South,3,Put-GeorgeSo-3
LW,Putnam,Georges,1,Put-Georges-1
LW,Putnam,Georges,2,Put-Georges-2
LW,Putnam,Georges,3,Put-Georges-3
LW,Putnam,Gillis,1,Put-Gillis-1
LW,Putnam,Gillis,2,Put-Gillis-2
LW,Putnam,Gillis,3,Put-Gillis-3
LW,Putnam,Goose,1,Put-Goose-1
LW,Putnam,Goose,2,Put-Goose-2
LW,Putnam,Goose,3,Put-Goose-3
LW,Putnam,Grandin,1,Put-Grandin-1
LW,Putnam,Grandin,2,Put-Grandin-2
LW,Putnam,Grandin,3,Put-Grandin-3
LW,Putnam,Green Pond,1,Put-GreenPd-1
LW,Putnam,Green Pond,2,Put-GreenPd-2
LW,Putnam,Green Pond,3,Put-GreenPd-3
LW,Putnam,Hardesty,1,Put-Hardesty-1
LW,Putnam,Hardesty,2,Put-Hardesty-2
LW,Putnam,Hardesty,3,Put-Hardesty-3
LW,Putnam,Hewitt,1,Put-Hewitt-1
LW,Putnam,Hewitt,2,Put-Hewitt-2
LW,Putnam,Hewitt,3,Put-Hewitt-3
LW,Putnam,Higgenbotham,1,Put-Higgenbot-1
LW,Putnam,Higgenbotham,2,Put-Higgenbot-2
LW,Putnam,Higgenbotham,3,Put-Higgenbot-3
LW,Putnam,Ida,1,Put-Ida-1
LW,Putnam,Ida,2,Put-Ida-2
LW,Putnam,Ida,3,Put-Ida-3
LW,Putnam,Jewel,1,Put-Jewel-1
LW,Putnam,Jewel,2,Put-Jewel-2
LW,Putnam,Jewel,3,Put-Jewel-3
LW,Putnam,Johntry Pond,1,Put-Johntry-1
LW,Putnam,Johntry Pond,2,Put-Johntry-2
LW,Putnam,Johntry Pond,3,Put-Johntry-3
LW,Putnam,Junior,1,Put-Junior-1
LW,Putnam,Junior,2,Put-Junior-2
LW,Putnam,Junior,3,Put-Junior-3
LW,Putnam,Lagonda,1,Put-Lagonda-1
LW,Putnam,Lagonda,2,Put-Lagonda-2
LW,Putnam,Lagonda,3,Put-Lagonda-3
LW,Putnam,Little Clearwater 2,1,Put-LClearwa2-1
LW,Putnam,Little Clearwater 2,2,Put-LClearwa2-2
LW,Putnam,Little Clearwater 2,3,Put-LClearwa2-3
LW,Putnam,Little McMeekin,1,Put-LittleMc-1
LW,Putnam,Little McMeekin,2,Put-LittleMc-2
LW,Putnam,Little McMeekin,3,Put-LittleMc-3
LW,Putnam,Little Swan,1,Put-LtSwan-1
LW,Putnam,Little Swan,2,Put-LtSwan-2
LW,Putnam,Little Swan,3,Put-LtSwan-3
LW,Putnam,Long Pond,1,Put-LongPond-1
LW,Putnam,Long Pond,2,Put-LongPond-2
LW,Putnam,Long Pond,3,Put-LongPond-3
LW,Putnam,Mariner,1,Put-Mariner-1
LW,Putnam,Mariner,2,Put-Mariner-2
LW,Putnam,Mariner,3,Put-Mariner-3
LW,Putnam,Mason,1,Put-Mason-1
LW,Putnam,Mason,2,Put-Mason-2
LW,Putnam,Mason,3,Put-Mason-3
LW,Putnam,McCloud,1,Put-McCloud-1
LW,Putnam,McCloud,2,Put-McCloud-2
LW,Putnam,McCloud,3,Put-McCloud-3
LW,Putnam,McMeekin,1,Put-McMeekin-1
LW,Putnam,McMeekin,2,Put-McMeekin-2
LW,Putnam,McMeekin,3,Put-McMeekin-3
LW,Putnam,Morris,1,Put-Morris-1
LW,Putnam,Morris,2,Put-Morris-2
LW,Putnam,Morris,3,Put-Morris-3
LW,Putnam,Mud,1,Put-Mud-1
LW,Putnam,Mud,2,Put-Mud-2
LW,Putnam,Mud,3,Put-Mud-3
LW,Putnam,North Estella,1,Put-NorthEst-1
LW,Putnam,North Estella,2,Put-NorthEst-2
LW,Putnam,North Estella,3,Put-NorthEst-3
LW,Putnam,North Twin,1,Put-NorthTwi-1
LW,Putnam,North Twin,2,Put-NorthTwi-2
LW,Putnam,North Twin,3,Put-NorthTwi-3
LW,Putnam,Omega,1,Put-Omega-1
LW,Putnam,Omega,2,Put-Omega-2
LW,Putnam,Omega,3,Put-Omega-3
LW,Putnam,Punchbowl,1,Put-Punchbowl-1
LW,Putnam,Punchbowl,2,Put-Punchbowl-2
LW,Putnam,Punchbowl,3,Put-Punchbowl-3
LW,Putnam,Redwater,1,Put-Redwater-1
LW,Putnam,Redwater,2,Put-Redwater-2
LW,Putnam,Redwater,3,Put-Redwater-3
LW,Putnam,Riley,1,Put-Riley-1
LW,Putnam,Riley,2,Put-Riley-2
LW,Putnam,Riley,3,Put-Riley-3
LW,Putnam,Rocky,1,Put-Rocky-1
LW,Putnam,Rocky,2,Put-Rocky-2
LW,Putnam,Rocky,3,Put-Rocky-3
LW,Putnam,Rodman-1,1,Put-Rodman-1
LW,Putnam,Rodman-2,1,Put-Rodman-2
LW,Putnam,Rodman-3,1,Put-Rodman-3
LW,Putnam,Rodman-4,1,Put-Rodman-4
LW,Putnam,Rodman-4A,1,Put-Rodman-4A
LW,Putnam,Rodman-5,1,Put-Rodman-5
LW,Putnam,Rodman-6,1,Put-Rodman-6
LW,Putnam,Rodman-out 1,1,Put-Rodmanou1-1
LW,Putnam,Rodman-out 2,1,Put-Rodmanou2-1
LW,Putnam,Rodman-out 3,1,Put-Rodmanou3-1
LW,Putnam,Rodman-special sample,1,
LW,Putnam,Rosa,1,Put-Rosa-1
LW,Putnam,Rosa,2,Put-Rosa-2
LW,Putnam,Rosa,3,Put-Rosa-3
LW,Putnam,Ross,1,Put-Ross-1
LW,Putnam,Ross,2,Put-Ross-2
LW,Putnam,Ross,3,Put-Ross-3
LW,Putnam,Round,1,Put-Round-1
LW,Putnam,Round,2,Put-Round-2
LW,Putnam,Round,3,Put-Round-3
LW,Putnam,Rowan,1,Put-Rowan-1
LW,Putnam,Rowan,2,Put-Rowan-2
LW,Putnam,Rowan,3,Put-Rowan-3
LW,Putnam,Silver,1,Put-Silver-1
LW,Putnam,Silver,2,Put-Silver-2
LW,Putnam,Silver,3,Put-Silver-3
LW,Putnam,Silver 2,1,Put-Silver 2-1
LW,Putnam,Silver 2,2,Put-Silver 2-2
LW,Putnam,Silver 2,3,Put-Silver 2-3
LW,Putnam,Silver 3,1,Put-Silver 3-1
LW,Putnam,Silver 3,2,Put-Silver 3-2
LW,Putnam,Silver 3,3,Put-Silver 3-3
LW,Putnam,South Bull Pond,1,Put-SouthBul-1
LW,Putnam,South Bull Pond,2,Put-SouthBul-2
LW,Putnam,South Bull Pond,3,Put-SouthBul-3
LW,Putnam,South Estella,1,Put-SouthEst-1
LW,Putnam,South Estella,2,Put-SouthEst-2
LW,Putnam,South Estella,3,Put-SouthEst-3
LW,Putnam,Spring,1,Put-Spring-1
LW,Putnam,Spring,2,Put-Spring-2
LW,Putnam,Spring,3,Put-Spring-3
LW,Putnam,Star,1,Put-Star-1
LW,Putnam,Star,2,Put-Star-2
LW,Putnam,Star,3,Put-Star-3
LW,Putnam,Stella,1,Put-Stella-1
LW,Putnam,Stella,2,Put-Stella-2
LW,Putnam,Stella,3,Put-Stella-3
LW,Putnam,Stella,4,Put-Stella-4
LW,Putnam,Stella,5,Put-Stella-5
LW,Putnam,Suggs,1,Put-Suggs-1
LW,Putnam,Suggs,2,Put-Suggs-2
LW,Putnam,Suggs,3,Put-Suggs-3
LW,Putnam,Swan,1,Put-Swan-1
LW,Putnam,Swan,2,Put-Swan-2
LW,Putnam,Swan,3,Put-Swan-3
LW,Putnam,Tucker,1,Put-Tucker-1
LW,Putnam,Tucker,2,Put-Tucker-2
LW,Putnam,Tucker,3,Put-Tucker-3
LW,Putnam,Twin West,1,Put-TwinWest-1
LW,Putnam,Twin West,2,Put-TwinWest-2
LW,Putnam,Twin West,3,Put-TwinWest-3
LW,Putnam,Wimberly,1,Put-Wimberly-1
LW,Putnam,Wimberly,2,Put-Wimberly-2
LW,Putnam,Wimberly,3,Put-Wimberly-3
LW,Putnam,Winnott,1,Put-Winnott-1
LW,Putnam,Winnott,2,Put-Winnott-2
LW,Putnam,Winnott,3,Put-Winnott-3
LW,Putnam,Winnott-ditch,1,
LW,Santa Rosa,Bear,1,San-Bear-1
LW,Santa Rosa,Bear,2,San-Bear-2
LW,Santa Rosa,Bear,3,San-Bear-3
LW,Santa Rosa,East Bay-1,1,San-Ea-stBay-1
LW,Santa Rosa,East Bay-2,1,San-Ea-stBay-2
LW,Santa Rosa,East Bay-3,1,San-Ea-stBay-3
LW,Santa Rosa,Locklin,1,San-Locklin-1
LW,Santa Rosa,Locklin,2,San-Locklin-2
LW,Santa Rosa,Locklin,3,San-Locklin-3
LW,Santa Rosa,Santa Rosa Sound-1,1,San-Sa-Sound-1
LW,Santa Rosa,Santa Rosa Sound-2,1,San-Sa-Sound-2
LW,Santa Rosa,Santa Rosa Sound-3,1,San-Sa-Sound-3
LW,Santa Rosa,Santa Rosa Sound-4,1,San-a Sound-4-1
LW,Santa Rosa,Santa Rosa Sound-5,1,San-a Sound-5-1
LW,Santa Rosa,Santa Rosa Sound-6,1,San-a Sound-6-1
LW,Santa Rosa,Santa Rosa Sound-culvert,1,
LW,Santa Rosa,Santa Rosa Sound-tap water,1,
LW,Santa Rosa,Ski Watch,1,San-Ski Watch-1
LW,Santa Rosa,Ski Watch,2,San-Ski Watch-2
LW,Santa Rosa,Ski Watch,3,San-Ski Watch-3
LW,Santa Rosa,Ski Watch,4,San-Ski Watch-4
LW,Santa Rosa,Ski Watch,5,San-Ski Watch-5
LW,Santa Rosa,Ski Watch-well 1,1,
LW,Santa Rosa,Ski Watch-well 2,1,
LW,Santa Rosa,Ski Watch-well 3,1,
LW,Santa Rosa,Woodbine Springs,1,San-Woodbine-1
LW,Santa Rosa,Woodbine Springs,2,San-Woodbine-2
LW,Santa Rosa,Woodbine Springs,3,San-Woodbine-3
LW,Sarasota,Awesome,1,Sar-Awesome-1
LW,Sarasota,Awesome,2,Sar-Awesome-2
LW,Sarasota,Awesome,3,Sar-Awesome-3
LW,Sarasota,Bobcat,1,Sar-Bobcat-1
LW,Sarasota,Bobcat,2,Sar-Bobcat-2
LW,Sarasota,Bobcat,3,Sar-Bobcat-3
LW,Sarasota,Center,1,Sar-Center-1
LW,Sarasota,Center,2,Sar-Center-2
LW,Sarasota,Center,3,Sar-Center-3
LW,Sarasota,Cormorant,1,Sar-Cormorant-1
LW,Sarasota,Cormorant,2,Sar-Cormorant-2
LW,Sarasota,Cormorant,3,Sar-Cormorant-3
LW,Sarasota,Eagle,1,Sar-Eagle-1
LW,Sarasota,Eagle,2,Sar-Eagle-2
LW,Sarasota,Eagle,3,Sar-Eagle-3
LW,Sarasota,East,1,Sar-East-1
LW,Sarasota,East,2,Sar-East-2
LW,Sarasota,East,3,Sar-East-3
LW,Sarasota,Egret,1,Sar-Egret-1
LW,Sarasota,Egret,2,Sar-Egret-2
LW,Sarasota,Egret,3,Sar-Egret-3
LW,Sarasota,Egret 2,1,Sar-Egret2-1
LW,Sarasota,Egret 2,2,Sar-Egret2-2
LW,Sarasota,Egret 2,3,Sar-Egret2-3
LW,Sarasota,EVMA 1,1,Sar-EVMA1-1
LW,Sarasota,EVMA 1,2,Sar-EVMA1-2
LW,Sarasota,EVMA 1,3,Sar-EVMA1-3
LW,Sarasota,EVMA 2,1,Sar-EVMA2-1
LW,Sarasota,EVMA 2,2,Sar-EVMA2-2
LW,Sarasota,EVMA 2,3,Sar-EVMA2-3
LW,Sarasota,EVMA 3,1,Sar-EVMA3-1
LW,Sarasota,EVMA 3,2,Sar-EVMA3-2
LW,Sarasota,EVMA 3,3,Sar-EVMA3-3
LW,Sarasota,EVMA 4,1,Sar-EVMA4-1
LW,Sarasota,EVMA 4,2,Sar-EVMA4-2
LW,Sarasota,EVMA 4,3,Sar-EVMA4-3
LW,Sarasota,EVMA 5,1,Sar-EVMA5-1
LW,Sarasota,EVMA 5,2,Sar-EVMA5-2
LW,Sarasota,EVMA 5,3,Sar-EVMA5-3
LW,Sarasota,EVMA 6,1,Sar-EVMA6-1
LW,Sarasota,EVMA 6,2,Sar-EVMA6-2
LW,Sarasota,EVMA 6,3,Sar-EVMA6-3
LW,Sarasota,EVMA 7,1,Sar-EVMA7-1
LW,Sarasota,EVMA 7,2,Sar-EVMA7-2
LW,Sarasota,EVMA 7,3,Sar-EVMA7-3
LW,Sarasota,Forked Creek,1,Sar-ForkedCr-1
LW,Sarasota,Heron,1,Sar-Heron-1
LW,Sarasota,Heron,2,Sar-Heron-2
LW,Sarasota,Heron,3,Sar-Heron-3
LW,Sarasota,Heron Lagoon,1,Sar-HeronLagoon-1
LW,Sarasota,Heron Lagoon,2,Sar-HeronLagoon-2
LW,Sarasota,Heron Lagoon,3,Sar-HeronLagoon-3
LW,Sarasota,Heron Lagoon,4,Sar-HeronLagoon-4
LW,Sarasota,Heron Lagoon,5,Sar-HeronLagoon-5
LW,Sarasota,HO6,1,Sar-HO6-1
LW,Sarasota,HO6,2,Sar-HO6-2
LW,Sarasota,HO6,3,Sar-HO6-3
LW,Sarasota,Lake 37,1,Sar-Lake-37-1
LW,Sarasota,Lake 37,2,Sar-Lake-37-2
LW,Sarasota,Lake 37,3,Sar-Lake-37-3
LW,Sarasota,Lake G-20,1,Sar-Lake-G-20-1
LW,Sarasota,Lake G-20,2,Sar-Lake-G-20-2
LW,Sarasota,Lake G-20,3,Sar-Lake-G-20-3
LW,Sarasota,Lake M-9,1,Sar-Lake-M-9-1
LW,Sarasota,Lake M-9,2,Sar-Lake-M-9-2
LW,Sarasota,Lake M-9,3,Sar-Lake-M-9-3
LW,Sarasota,Loon,1,Sar-Loon-1
LW,Sarasota,Loon,2,Sar-Loon-2
LW,Sarasota,Loon,3,Sar-Loon-3
LW,Sarasota,Lower Myakka,1,Sar-LowerMya-1
LW,Sarasota,Lower Myakka,2,Sar-LowerMya-2
LW,Sarasota,Lower Myakka,3,Sar-LowerMya-3
LW,Sarasota,Middle,1,Sar-Middle-1
LW,Sarasota,Middle,2,Sar-Middle-2
LW,Sarasota,Middle,3,Sar-Middle-3
LW,Sarasota,Moondrop,1,Sar-Moondrop-1
LW,Sarasota,Moondrop,2,Sar-Moondrop-2
LW,Sarasota,North,1,Sar-North-1
LW,Sarasota,North,2,Sar-North-2
LW,Sarasota,North,3,Sar-North-3
LW,Sarasota,Pinebrook South,1,Sar-PinebrookS-1
LW,Sarasota,Pinebrook South,2,Sar-PinebrookS-2
LW,Sarasota,Pinebrook South,3,Sar-PinebrookS-3
LW,Sarasota,Rivendel,1,Sar-Rivendel-1
LW,Sarasota,Rivendel,2,Sar-Rivendel-2
LW,Sarasota,Rivendel,3,Sar-Rivendel-3
LW,Sarasota,Saddle Creek-1,1,Sar-SaddleC-1-1
LW,Sarasota,Saddle Creek-2,1,Sar-SaddleC-2-1
LW,Sarasota,Saddle Creek-3,1,Sar-SaddleC-3-1
LW,Sarasota,Scherer,1,Sar-Scherer-1
LW,Sarasota,Scherer,2,Sar-Scherer-2
LW,Sarasota,Scherer,3,Sar-Scherer-3
LW,Sarasota,Snover Waterway-1,1,Sar-Snover-Waterway-1-1
LW,Sarasota,Snover Waterway-2,1,Sar-Snover-Waterway-2-1
LW,Sarasota,Snover Waterway-3,1,Sar-Snover-Waterway-3-1
LW,Sarasota,South,1,Sar-South-1
LW,Sarasota,South,2,Sar-South-2
LW,Sarasota,South,3,Sar-South-3
LW,Sarasota,Spoonbill,1,Sar-Spoonbill-1
LW,Sarasota,Spoonbill,2,Sar-Spoonbill-2
LW,Sarasota,Spoonbill,3,Sar-Spoonbill-3
LW,Sarasota,Sundrop,1,Sar-Sundrop-1
LW,Sarasota,Sundrop,2,Sar-Sundrop-2
LW,Sarasota,Uplands,1,Sar-Uplands-1
LW,Sarasota,Uplands,2,Sar-Uplands-2
LW,Sarasota,Uplands,3,Sar-Uplands-3
LW,Sarasota,Upper Myakka,1,Sar-UpperMya-1
LW,Sarasota,Upper Myakka,2,Sar-UpperMya-2
LW,Sarasota,Upper Myakka,3,Sar-UpperMya-3
LW,Sarasota,VAAS,1,Sar-VAAS-1
LW,Sarasota,VAAS,2,Sar-VAAS-2
LW,Sarasota,VAAS,3,Sar-VAAS-3
LW,Sarasota,West,1,Sar-West-1
LW,Sarasota,West,2,Sar-West-2
LW,Sarasota,West,3,Sar-West-3
LW,Sarasota,Woodmere,1,Sar-Woodmere-1
LW,Sarasota,Woodmere,2,Sar-Woodmere-2
LW,Sarasota,Woodmere,3,Sar-Woodmere-3
LW,Seminole,Ada,1,Sem-Ada-1
LW,Seminole,Ada,2,Sem-Ada-2
LW,Seminole,Ada,3,Sem-Ada-3
LW,Seminole,Ada-sewage dock A,1,
LW,Seminole,Ada-sewage dock B,1,
LW,Seminole,Ada-stormwater run-off,1,
LW,Seminole,Adelaide,1,Sem-Adelaide-1
LW,Seminole,Adelaide,2,Sem-Adelaide-2
LW,Seminole,Adelaide,3,Sem-Adelaide-3
LW,Seminole,Alma,1,Sem-Alma-1
LW,Seminole,Alma,2,Sem-Alma-2
LW,Seminole,Alma,3,Sem-Alma-3
LW,Seminole,Amory,1,Sem-Amory-1
LW,Seminole,Amory,2,Sem-Amory-2
LW,Seminole,Amory,3,Sem-Amory-3
LW,Seminole,Ann,1,Sem-Ann-1
LW,Seminole,Ann,2,Sem-Ann-2
LW,Seminole,Ann,3,Sem-Ann-3
LW,Seminole,Asher,1,Sem-Asher-1
LW,Seminole,Asher,2,Sem-Asher-2
LW,Seminole,Asher,3,Sem-Asher-3
LW,Seminole,Asher-ditch,1,
LW,Seminole,Asher-drainage ditch,1,
LW,Seminole,Banana,1,Sem-Banana-1
LW,Seminole,Banana,2,Sem-Banana-2
LW,Seminole,Banana,3,Sem-Banana-3
LW,Seminole,Baptismal,1,Sem-Baptismal-1
LW,Seminole,Baptismal,2,Sem-Baptismal-2
LW,Seminole,Baptismal,3,Sem-Baptismal-3
LW,Seminole,Bath,1,Sem-Bath-1
LW,Seminole,Bath,2,Sem-Bath-2
LW,Seminole,Bath,3,Sem-Bath-3
LW,Seminole,Bear,1,Sem-Bear-1
LW,Seminole,Bear,2,Sem-Bear-2
LW,Seminole,Bear,3,Sem-Bear-3
LW,Seminole,Bear,4,Sem-Bear-4
LW,Seminole,Bear Gully,1,Sem-BearGull-1
LW,Seminole,Bear Gully,2,Sem-BearGull-2
LW,Seminole,Bear Gully,3,Sem-BearGull-3
LW,Seminole,Bear-bottom,1,
LW,Seminole,Bear-dock,1,
LW,Seminole,Bear-fish kill,1,
LW,Seminole,Bear-fish kill,2,
LW,Seminole,Bear-fish kill,3,
LW,Seminole,Bear-home tap water,1,
LW,Seminole,Bear-sea wall,1,
LW,Seminole,Bear-springs,1,
LW,Seminole,Bear-springs,2,
LW,Seminole,Bear-springs,3,
LW,Seminole,Bear-surface,1,
LW,Seminole,Beatrice,1,Sem-Beatrice-1
LW,Seminole,Beatrice,2,Sem-Beatrice-2
LW,Seminole,Beatrice,3,Sem-Beatrice-3
LW,Seminole,Beaumont,1,Sem-Beaumont-1
LW,Seminole,Beaumont,2,Sem-Beaumont-2
LW,Seminole,Beaumont,3,Sem-Beaumont-3
LW,Seminole,Bel-Air,1,Sem-Bel-Air-1
LW,Seminole,Bel-Air,2,Sem-Bel-Air-2
LW,Seminole,Bel-Air,3,Sem-Bel-Air-3
LW,Seminole,Bingham,1,Sem-Bingham-1
LW,Seminole,Bingham,2,Sem-Bingham-2
LW,Seminole,Bingham,3,Sem-Bingham-3
LW,Seminole,Blue,1,Sem-Blue-1
LW,Seminole,Blue,2,Sem-Blue-2
LW,Seminole,Brantley,1,Sem-Brantley-1
LW,Seminole,Brantley,2,Sem-Brantley-2
LW,Seminole,Brantley,3,Sem-Brantley-3
LW,Seminole,Brantley-canal,1,
LW,Seminole,Buck,1,Sem-Buck-1
LW,Seminole,Buck,2,Sem-Buck-2
LW,Seminole,Buck,3,Sem-Buck-3
LW,Seminole,Charm,1,Sem-Charm-1
LW,Seminole,Charm,2,Sem-Charm-2
